# House incumbency overrides. status: incumbent_running | open | incumbent_lost_primary.
# Only rows with a status are applied; blank rows are ignored. Senate rows already exist in incumbency_overrides_2026.csv.
# To activate: append the filled rows to data_store/manual/incumbency_overrides_2026.csv
race_id,status,incumbent_party,notes
H-AL-01,,,
H-AL-02,,,
H-AL-03,,,
H-AL-04,,,
H-AL-05,,,
H-AL-06,,,
H-AL-07,,,
H-AK-01,,,
H-AZ-01,,,
H-AZ-02,,,
H-AZ-03,,,
H-AZ-04,,,
H-AZ-05,,,
H-AZ-06,,,
H-AZ-07,,,
H-AZ-08,,,
H-AZ-09,,,
H-AR-01,,,
H-AR-02,,,
H-AR-03,,,
H-AR-04,,,
H-CA-01,,,
H-CA-02,,,
H-CA-03,,,
H-CA-04,,,
H-CA-05,,,
H-CA-06,,,
H-CA-07,,,
H-CA-08,,,
H-CA-09,,,
H-CA-10,,,
H-CA-11,,,
H-CA-12,,,
H-CA-13,,,
H-CA-14,,,
H-CA-15,,,
H-CA-16,,,
H-CA-17,,,
H-CA-18,,,
H-CA-19,,,
H-CA-20,,,
H-CA-21,,,
H-CA-22,,,
H-CA-23,,,
H-CA-24,,,
H-CA-25,,,
H-CA-26,,,
H-CA-27,,,
H-CA-28,,,
H-CA-29,,,
H-CA-30,,,
H-CA-31,,,
H-CA-32,,,
H-CA-33,,,
H-CA-34,,,
H-CA-35,,,
H-CA-36,,,
H-CA-37,,,
H-CA-38,,,
H-CA-39,,,
H-CA-40,,,
H-CA-41,,,
H-CA-42,,,
H-CA-43,,,
H-CA-44,,,
H-CA-45,,,
H-CA-46,,,
H-CA-47,,,
H-CA-48,,,
H-CA-49,,,
H-CA-50,,,
H-CA-51,,,
H-CA-52,,,
H-CO-01,,,
H-CO-02,,,
H-CO-03,,,
H-CO-04,,,
H-CO-05,,,
H-CO-06,,,
H-CO-07,,,
H-CO-08,,,
H-CT-01,,,
H-CT-02,,,
H-CT-03,,,
H-CT-04,,,
H-CT-05,,,
H-DE-01,,,
H-FL-01,,,
H-FL-02,,,
H-FL-03,,,
H-FL-04,,,
H-FL-05,,,
H-FL-06,,,
H-FL-07,,,
H-FL-08,,,
H-FL-09,,,
H-FL-10,,,
H-FL-11,,,
H-FL-12,,,
H-FL-13,,,
H-FL-14,,,
H-FL-15,,,
H-FL-16,,,
H-FL-17,,,
H-FL-18,,,
H-FL-19,,,
H-FL-20,,,
H-FL-21,,,
H-FL-22,,,
H-FL-23,,,
H-FL-24,,,
H-FL-25,,,
H-FL-26,,,
H-FL-27,,,
H-FL-28,,,
H-GA-01,,,
H-GA-02,,,
H-GA-03,,,
H-GA-04,,,
H-GA-05,,,
H-GA-06,,,
H-GA-07,,,
H-GA-08,,,
H-GA-09,,,
H-GA-10,,,
H-GA-11,,,
H-GA-12,,,
H-GA-13,,,
H-GA-14,,,
H-HI-01,,,
H-HI-02,,,
H-ID-01,,,
H-ID-02,,,
H-IL-01,,,
H-IL-02,,,
H-IL-03,,,
H-IL-04,,,
H-IL-05,,,
H-IL-06,,,
H-IL-07,,,
H-IL-08,,,
H-IL-09,,,
H-IL-10,,,
H-IL-11,,,
H-IL-12,,,
H-IL-13,,,
H-IL-14,,,
H-IL-15,,,
H-IL-16,,,
H-IL-17,,,
H-IN-01,,,
H-IN-02,,,
H-IN-03,,,
H-IN-04,,,
H-IN-05,,,
H-IN-06,,,
H-IN-07,,,
H-IN-08,,,
H-IN-09,,,
H-IA-01,,,
H-IA-02,,,
H-IA-03,,,
H-IA-04,,,
H-KS-01,,,
H-KS-02,,,
H-KS-03,,,
H-KS-04,,,
H-KY-01,,,
H-KY-02,,,
H-KY-03,,,
H-KY-04,,,
H-KY-05,,,
H-KY-06,,,
H-LA-01,,,
H-LA-02,,,
H-LA-03,,,
H-LA-04,,,
H-LA-05,,,
H-LA-06,,,
H-ME-01,,,
H-ME-02,,,
H-MD-01,,,
H-MD-02,,,
H-MD-03,,,
H-MD-04,,,
H-MD-05,,,
H-MD-06,,,
H-MD-07,,,
H-MD-08,,,
H-MA-01,,,
H-MA-02,,,
H-MA-03,,,
H-MA-04,,,
H-MA-05,,,
H-MA-06,,,
H-MA-07,,,
H-MA-08,,,
H-MA-09,,,
H-MI-01,,,
H-MI-02,,,
H-MI-03,,,
H-MI-04,,,
H-MI-05,,,
H-MI-06,,,
H-MI-07,,,
H-MI-08,,,
H-MI-09,,,
H-MI-10,,,
H-MI-11,,,
H-MI-12,,,
H-MI-13,,,
H-MN-01,,,
H-MN-02,,,
H-MN-03,,,
H-MN-04,,,
H-MN-05,,,
H-MN-06,,,
H-MN-07,,,
H-MN-08,,,
H-MS-01,,,
H-MS-02,,,
H-MS-03,,,
H-MS-04,,,
H-MO-01,,,
H-MO-02,,,
H-MO-03,,,
H-MO-04,,,
H-MO-05,,,
H-MO-06,,,
H-MO-07,,,
H-MO-08,,,
H-MT-01,,,
H-MT-02,,,
H-NE-01,,,
H-NE-02,,,
H-NE-03,,,
H-NV-01,,,
H-NV-02,,,
H-NV-03,,,
H-NV-04,,,
H-NH-01,,,
H-NH-02,,,
H-NJ-01,,,
H-NJ-02,,,
H-NJ-03,,,
H-NJ-04,,,
H-NJ-05,,,
H-NJ-06,,,
H-NJ-07,,,
H-NJ-08,,,
H-NJ-09,,,
H-NJ-10,,,
H-NJ-11,,,
H-NJ-12,,,
H-NM-01,,,
H-NM-02,,,
H-NM-03,,,
H-NY-01,,,
H-NY-02,,,
H-NY-03,,,
H-NY-04,,,
H-NY-05,,,
H-NY-06,,,
H-NY-07,,,
H-NY-08,,,
H-NY-09,,,
H-NY-10,,,
H-NY-11,,,
H-NY-12,,,
H-NY-13,,,
H-NY-14,,,
H-NY-15,,,
H-NY-16,,,
H-NY-17,,,
H-NY-18,,,
H-NY-19,,,
H-NY-20,,,
H-NY-21,,,
H-NY-22,,,
H-NY-23,,,
H-NY-24,,,
H-NY-25,,,
H-NY-26,,,
H-NC-01,,,
H-NC-02,,,
H-NC-03,,,
H-NC-04,,,
H-NC-05,,,
H-NC-06,,,
H-NC-07,,,
H-NC-08,,,
H-NC-09,,,
H-NC-10,,,
H-NC-11,,,
H-NC-12,,,
H-NC-13,,,
H-NC-14,,,
H-ND-01,,,
H-OH-01,,,
H-OH-02,,,
H-OH-03,,,
H-OH-04,,,
H-OH-05,,,
H-OH-06,,,
H-OH-07,,,
H-OH-08,,,
H-OH-09,,,
H-OH-10,,,
H-OH-11,,,
H-OH-12,,,
H-OH-13,,,
H-OH-14,,,
H-OH-15,,,
H-OK-01,,,
