# Race ratings. Fill `rating` with: Safe D, Likely D, Lean D, Toss-up, Lean R, Likely R, Safe R
# (Tilt D / Tilt R and Solid D / Solid R are accepted). Leave blank rows blank. Delete sources you do not use.
# To activate: copy to data_store/manual/race_ratings_2026.csv
race_id,source,rating
H-TX-34,inside,
H-TX-35,cook,
H-TX-35,sabato,
H-TX-35,inside,
H-TX-36,cook,
H-TX-36,sabato,
H-TX-36,inside,
H-TX-37,cook,
H-TX-37,sabato,
H-TX-37,inside,
H-TX-38,cook,
H-TX-38,sabato,
H-TX-38,inside,
H-UT-01,cook,
H-UT-01,sabato,
H-UT-01,inside,
H-UT-02,cook,
H-UT-02,sabato,
H-UT-02,inside,
H-UT-03,cook,
H-UT-03,sabato,
H-UT-03,inside,
H-UT-04,cook,
H-UT-04,sabato,
H-UT-04,inside,
H-VT-01,cook,
H-VT-01,sabato,
H-VT-01,inside,
H-VA-01,cook,
H-VA-01,sabato,
H-VA-01,inside,
H-VA-02,cook,
H-VA-02,sabato,
H-VA-02,inside,
H-VA-03,cook,
H-VA-03,sabato,
H-VA-03,inside,
H-VA-04,cook,
H-VA-04,sabato,
H-VA-04,inside,
H-VA-05,cook,
H-VA-05,sabato,
H-VA-05,inside,
H-VA-06,cook,
H-VA-06,sabato,
H-VA-06,inside,
H-VA-07,cook,
H-VA-07,sabato,
H-VA-07,inside,
H-VA-08,cook,
H-VA-08,sabato,
H-VA-08,inside,
H-VA-09,cook,
H-VA-09,sabato,
H-VA-09,inside,
H-VA-10,cook,
H-VA-10,sabato,
H-VA-10,inside,
H-VA-11,cook,
H-VA-11,sabato,
H-VA-11,inside,
H-WA-01,cook,
H-WA-01,sabato,
H-WA-01,inside,
H-WA-02,cook,
H-WA-02,sabato,
H-WA-02,inside,
H-WA-03,cook,
H-WA-03,sabato,
H-WA-03,inside,
H-WA-04,cook,
H-WA-04,sabato,
H-WA-04,inside,
H-WA-05,cook,
H-WA-05,sabato,
H-WA-05,inside,
H-WA-06,cook,
H-WA-06,sabato,
H-WA-06,inside,
H-WA-07,cook,
H-WA-07,sabato,
H-WA-07,inside,
H-WA-08,cook,
H-WA-08,sabato,
H-WA-08,inside,
H-WA-09,cook,
H-WA-09,sabato,
H-WA-09,inside,
H-WA-10,cook,
H-WA-10,sabato,
H-WA-10,inside,
H-WV-01,cook,
H-WV-01,sabato,
H-WV-01,inside,
H-WV-02,cook,
H-WV-02,sabato,
H-WV-02,inside,
H-WI-01,cook,
H-WI-01,sabato,
H-WI-01,inside,
H-WI-02,cook,
H-WI-02,sabato,
H-WI-02,inside,
H-WI-03,cook,
H-WI-03,sabato,
H-WI-03,inside,
H-WI-04,cook,
H-WI-04,sabato,
H-WI-04,inside,
H-WI-05,cook,
H-WI-05,sabato,
H-WI-05,inside,
H-WI-06,cook,
H-WI-06,sabato,
H-WI-06,inside,
H-WI-07,cook,
H-WI-07,sabato,
H-WI-07,inside,
H-WI-08,cook,
H-WI-08,sabato,
H-WI-08,inside,
H-WY-01,cook,
H-WY-01,sabato,
H-WY-01,inside,
S-AL,cook,
S-AL,sabato,
S-AL,inside,
S-AK,cook,
S-AK,sabato,
S-AK,inside,
S-AR,cook,
S-AR,sabato,
S-AR,inside,
S-CO,cook,
S-CO,sabato,
S-CO,inside,
S-DE,cook,
S-DE,sabato,
S-DE,inside,
S-GA,cook,
S-GA,sabato,
S-GA,inside,
S-ID,cook,
S-ID,sabato,
S-ID,inside,
S-IL,cook,
S-IL,sabato,
S-IL,inside,
S-IA,cook,
S-IA,sabato,
S-IA,inside,
S-KS,cook,
S-KS,sabato,
S-KS,inside,
S-KY,cook,
S-KY,sabato,
S-KY,inside,
S-LA,cook,
S-LA,sabato,
S-LA,inside,
S-ME,cook,
S-ME,sabato,
S-ME,inside,
S-MA,cook,
S-MA,sabato,
S-MA,inside,
S-MI,cook,
S-MI,sabato,
S-MI,inside,
S-MN,cook,
S-MN,sabato,
S-MN,inside,
S-MS,cook,
S-MS,sabato,
S-MS,inside,
S-MT,cook,
S-MT,sabato,
S-MT,inside,
S-NE,cook,
S-NE,sabato,
S-NE,inside,
S-NH,cook,
S-NH,sabato,
S-NH,inside,
S-NJ,cook,
S-NJ,sabato,
S-NJ,inside,
S-NM,cook,
S-NM,sabato,
S-NM,inside,
S-NC,cook,
S-NC,sabato,
S-NC,inside,
S-OK,cook,
S-OK,sabato,
S-OK,inside,
S-OR,cook,
S-OR,sabato,
S-OR,inside,
S-RI,cook,
S-RI,sabato,
S-RI,inside,
S-SC,cook,
S-SC,sabato,
S-SC,inside,
S-SD,cook,
S-SD,sabato,
S-SD,inside,
S-TN,cook,
S-TN,sabato,
S-TN,inside,
S-TX,cook,
S-TX,sabato,
S-TX,inside,
S-VA,cook,
S-VA,sabato,
S-VA,inside,
S-WV,cook,
S-WV,sabato,
S-WV,inside,
S-WY,cook,
S-WY,sabato,
S-WY,inside,
S-OH-special,cook,
S-OH-special,sabato,
S-OH-special,inside,
S-FL-special,cook,
S-FL-special,sabato,
S-FL-special,inside,
G-AL,cook,
G-AL,sabato,
G-AL,inside,
G-AK,cook,
G-AK,sabato,
G-AK,inside,
G-AZ,cook,
G-AZ,sabato,
G-AZ,inside,
G-AR,cook,
G-AR,sabato,
G-AR,inside,
G-CA,cook,
G-CA,sabato,
G-CA,inside,
G-CO,cook,
G-CO,sabato,
G-CO,inside,
G-CT,cook,
G-CT,sabato,
G-CT,inside,
G-FL,cook,
G-FL,sabato,
G-FL,inside,
G-GA,cook,
G-GA,sabato,
G-GA,inside,
G-HI,cook,
G-HI,sabato,
G-HI,inside,
G-ID,cook,
G-ID,sabato,
G-ID,inside,
G-IL,cook,
G-IL,sabato,
G-IL,inside,
G-IA,cook,
G-IA,sabato,
G-IA,inside,
G-KS,cook,
G-KS,sabato,
G-KS,inside,
G-ME,cook,
G-ME,sabato,
G-ME,inside,
G-MD,cook,
G-MD,sabato,
G-MD,inside,
G-MA,cook,
G-MA,sabato,
G-MA,inside,
G-MI,cook,
G-MI,sabato,
G-MI,inside,
G-MN,cook,
G-MN,sabato,
G-MN,inside,
G-NE,cook,
G-NE,sabato,
G-NE,inside,
G-NV,cook,
G-NV,sabato,
G-NV,inside,
G-NH,cook,
G-NH,sabato,
G-NH,inside,
G-NM,cook,
G-NM,sabato,
G-NM,inside,
G-NY,cook,
G-NY,sabato,
G-NY,inside,
G-OH,cook,
G-OH,sabato,
G-OH,inside,
G-OK,cook,
G-OK,sabato,
G-OK,inside,
G-OR,cook,
G-OR,sabato,
G-OR,inside,
G-PA,cook,
G-PA,sabato,
G-PA,inside,
G-RI,cook,
G-RI,sabato,
G-RI,inside,
G-SC,cook,
G-SC,sabato,
G-SC,inside,
G-SD,cook,
G-SD,sabato,
G-SD,inside,
G-TN,cook,
G-TN,sabato,
G-TN,inside,
G-TX,cook,
G-TX,sabato,
G-TX,inside,
G-VT,cook,
G-VT,sabato,
G-VT,inside,
G-WI,cook,
G-WI,sabato,
G-WI,inside,
G-WY,cook,
G-WY,sabato,
G-WY,inside,
