cycle,office,state,district,special,race_key,dem_pct,rep_pct,margin,winner_party,incumbent_party,uncontested,total_votes,dem_votes,rep_votes,provenance
2006,Governor,OH,0,False,G-OH,60.54060624500364,36.64820747475471,23.892398770248924,D,R,False,4022928.0,2435505.0,1474331.0,mirror
2006,Governor,OK,0,False,G-OK,66.50407679969604,33.49592320030395,33.00815359939209,D,D,False,926462.0,616135.0,310327.0,mirror
2006,Governor,OR,0,False,G-OR,50.72842929375307,42.75162652458363,7.9768027691694385,D,D,False,1376591.0,699786.0,589748.0,mirror
2006,Governor,PA,0,False,G-PA,60.3646975115402,39.63530248845981,20.729395023080393,D,D,False,4092652.0,2470517.0,1622135.0,mirror
2006,Governor,RI,0,False,G-RI,48.99136266219245,51.00863733780755,-2.0172746756150985,R,R,False,386809.0,189503.0,197306.0,mirror
2006,Governor,SC,0,False,G-SC,44.7889841715234,55.11833810153522,-10.32935393001182,R,R,False,1090944.0,489076.0,601868.0,mirror
2006,Governor,SD,0,False,G-SD,36.13207434696043,61.694505049059934,-25.562430702099505,R,R,False,335508.0,121226.0,206990.0,mirror
2006,Governor,TN,0,False,G-TN,68.59815160328372,29.7409088234631,38.85724277982062,D,D,False,1818549.0,1247491.0,540853.0,mirror
2006,Governor,TX,0,False,G-TX,29.790718326401382,39.03153684664272,-9.24081852024134,R,R,False,4398474.0,1310337.0,1716792.0,mirror
2006,Governor,VT,0,False,G-VT,41.17337843397175,56.38113086803492,-15.207752434063174,R,R,False,262371.0,108090.0,148014.0,mirror
2006,Governor,WI,0,False,G-WI,52.69533237729564,45.30818337419624,7.3871490030994025,D,D,False,2159251.0,1139115.0,979427.0,mirror
2006,Governor,WY,0,False,G-WY,69.99214940913974,30.007850590860254,39.984298818279484,D,D,False,193616.0,135516.0,58100.0,mirror
2007,Governor,KY,0,False,G-KY,58.70722289342146,41.29277710657854,17.41444578684292,D,R,False,1055325.0,619552.0,435773.0,mirror
2007,Governor,MS,0,False,G-MS,42.09886847329239,57.90113152670761,-15.802263053415217,R,R,False,744039.0,313232.0,430807.0,mirror
2008,Governor,DE,0,False,G-DE,67.52487323002804,32.04977682412121,35.475096405906825,D,D,False,395204.0,266861.0,126662.0,mirror
2008,Governor,IN,0,False,G-IN,40.03558758347659,57.84128869807586,-17.805701114599266,R,R,False,2703752.0,1082463.0,1563885.0,mirror
2008,Governor,MO,0,False,G-MO,58.39960552898798,39.48754907432053,18.91205645466745,D,R,False,2877778.0,1680611.0,1136364.0,mirror
2008,Governor,MT,0,False,G-MT,65.47107865898006,32.51632308406645,32.95475557491361,D,D,False,486734.0,318670.0,158268.0,mirror
2008,Governor,NC,0,False,G-NC,50.27450601917431,46.87738715526872,3.3971188639055896,D,D,False,4268941.0,2146189.0,2001168.0,mirror
2008,Governor,ND,0,False,G-ND,23.52894593464516,74.44249458332806,-50.91354864868289,R,R,False,315692.0,74279.0,235009.0,mirror
2008,Governor,NH,0,False,G-NH,70.18066640882294,27.62370638632022,42.55696002250272,D,D,False,682584.0,479042.0,188555.0,mirror
2008,Governor,PR,0,False,G-PR,0.0,0.0,0.0,O,,True,1920319.0,,,mirror
2008,Governor,UT,0,False,G-UT,19.72480896856244,77.63401285000397,-57.90920388144153,R,R,False,945525.0,186503.0,734049.0,mirror
2008,Governor,VT,0,False,G-VT,21.7916856010154,53.43153078333359,-31.639845182318194,R,R,False,318827.0,69534.0,170492.0,mirror
2008,Governor,WA,0,False,G-WA,53.24047525327504,46.75952474672496,6.480950506550073,D,D,False,3002862.0,1598738.0,1404124.0,mirror
2008,Governor,WV,0,False,G-WV,69.80738032998251,25.73155094609625,44.07582938388626,D,D,False,705795.0,492697.0,181612.0,mirror
2009,Governor,NJ,0,False,G-NJ,44.87924168332175,48.457018324170974,-3.5777766408492226,R,D,False,2423684.0,1087731.0,1174445.0,mirror
2009,Governor,VA,0,False,G-VA,41.254786275573615,58.61917492442458,-17.364388648850962,R,D,False,1982601.0,818950.0,1163651.0,mirror
2010,Governor,AK,0,False,G-AK,37.67447851611291,59.06429552835374,-21.389817012240826,R,R,False,255294.0,96519.0,151318.0,mirror
2010,Governor,AL,0,False,G-AL,41.87387445266026,57.584658225103446,-15.710783772443186,R,R,False,1486182.0,625710.0,860472.0,mirror
2010,Governor,AR,0,False,G-AR,64.42016400177644,33.6327788535746,30.787385148201842,D,D,False,780633.0,503336.0,262784.0,mirror
2010,Governor,AZ,0,False,G-AZ,42.471099444991296,54.333911431235,-11.862811986243706,R,D,False,1728081.0,733935.0,938934.0,mirror
2010,Governor,CA,0,False,G-CA,53.769683269796445,40.88474852120095,12.884934748595498,D,R,False,10095185.0,5428149.0,4127391.0,mirror
2010,Governor,CO,0,False,G-CO,51.05189309527156,11.14196931876231,39.909923776509245,D,D,False,1793148.0,915436.0,199792.0,mirror
2010,Governor,CT,0,False,G-CT,49.50938166292691,48.95047037045765,0.5589112924692614,D,R,False,1145799.0,567278.0,560874.0,mirror
2010,Governor,FL,0,False,G-FL,47.7222288042226,48.87060647587987,-1.148377671657265,R,R,False,5359735.0,2557785.0,2619335.0,mirror
