date,cpi,unrate,gasregw,cpi_yoy,provenance
1957-09-01,28.3,5.139679403619091,3.119928756359798,3.284671532846728,mirror
1957-10-01,28.3,5.1169082568419375,3.114868501520431,2.9090909090909056,mirror
1957-11-01,28.4,5.1012429708411675,3.111387326853593,3.2727272727272716,mirror
1957-12-01,28.4,5.125183064724299,3.116707347716511,2.898550724637672,mirror
1958-01-01,28.6,5.106944458461609,3.11265432410258,3.6231884057970953,mirror
1958-02-01,28.6,5.119449186265216,3.1154331525033814,3.2490974729241895,mirror
1958-03-01,28.8,5.111505189615005,3.1136678199144456,3.597122302158273,mirror
1958-04-01,28.9,5.0734949899506825,3.1052211088779296,3.584229390680993,mirror
1958-05-01,28.9,5.059102808352238,3.1020228463004975,3.214285714285703,mirror
1958-06-01,28.9,5.016334823419681,3.092518849648818,2.8469750889679624,mirror
1958-07-01,29.0,5.01662799778382,3.0925839995075157,2.473498233215543,mirror
1958-08-01,28.9,4.9660540175433665,3.0813453372318595,2.1201413427561766,mirror
1958-09-01,28.9,4.916873770925081,3.070416393538907,2.1201413427561766,mirror
1958-10-01,28.9,4.982437052613817,3.0849860116919596,2.1201413427561766,mirror
1958-11-01,29.0,4.980043762700077,3.084454169488906,2.1126760563380254,mirror
1958-12-01,28.9,4.977618171553835,3.0839151492341856,1.760563380281699,mirror
1959-01-01,29.0,5.000637310450127,3.0890305134333618,1.3986013986013957,mirror
1959-02-01,28.9,4.981698745335429,3.084821943407873,1.0489510489510412,mirror
1959-03-01,28.9,4.971414653798911,3.0825365897330914,0.3472222222222099,mirror
1959-04-01,29.0,4.990546346888847,3.0867880770864105,0.34602076124568004,mirror
1959-05-01,29.0,5.003255059789845,3.089612235508855,0.34602076124568004,mirror
1959-06-01,29.1,4.951086707077886,3.0780192682395304,0.6920415224913601,mirror
1959-07-01,29.2,4.988587123928021,3.086352694206227,0.6896551724137945,mirror
1959-08-01,29.2,4.962017551480014,3.0804483447733366,1.038062283737018,mirror
1959-09-01,29.3,4.9144939987158756,3.0698875552701947,1.384083044982698,mirror
1959-10-01,29.4,4.873972620565918,3.060882804570204,1.730103806228378,mirror
1959-11-01,29.4,4.856398080069928,3.056977351126651,1.379310344827589,mirror
1959-12-01,29.4,4.929626591527967,3.0732503536728815,1.730103806228378,mirror
1960-01-01,29.3,4.876727475806531,3.061494994623674,1.0344827586207028,mirror
1960-02-01,29.4,4.883930890970577,3.063095753549017,1.730103806228378,mirror
1960-03-01,29.4,4.787728794856501,3.0417175099681115,1.730103806228378,mirror
1960-04-01,29.5,4.7876582828649665,3.0417018406366596,1.724137931034475,mirror
1960-05-01,29.5,4.828138771651387,3.0506975048114198,1.724137931034475,mirror
1960-06-01,29.6,4.8174889221586215,3.048330871590805,1.7182130584192379,mirror
1960-07-01,29.6,4.789167950583871,3.0420373223519714,1.3698630136986356,mirror
1960-08-01,29.6,4.799585948466506,3.044352432992557,1.3698630136986356,mirror
1960-09-01,29.6,4.831092777268285,3.0513539505040637,1.0238907849829282,mirror
1960-10-01,29.8,4.860957367964068,3.0579905262142377,1.3605442176870763,mirror
1960-11-01,29.8,4.949718691390909,3.0777152647535355,1.3605442176870763,mirror
1960-12-01,29.8,4.959131227646041,3.079806939476898,1.3605442176870763,mirror
1961-01-01,29.8,4.932472773157159,3.073882838479369,1.7064846416382284,mirror
1961-02-01,29.8,4.926803709607761,3.0726230465795026,1.3605442176870763,mirror
1961-03-01,29.8,4.923541275054869,3.071898061123304,1.3605442176870763,mirror
1961-04-01,29.8,4.9284344573113845,3.0729854349580856,1.016949152542379,mirror
1961-05-01,29.8,4.92708320571606,3.0726851568257914,1.016949152542379,mirror
1961-06-01,29.8,4.934911672966389,3.074424816214753,0.6756756756756799,mirror
1961-07-01,30.0,4.8597234202387085,3.057716315608602,1.3513513513513375,mirror
1961-08-01,29.9,4.89705672326051,3.0660126051690026,1.0135135135135087,mirror
1961-09-01,30.0,4.871193456159064,3.060265212479792,1.3513513513513375,mirror
1961-10-01,30.0,4.8184013148189475,3.048533625515322,0.6711409395973034,mirror
1961-11-01,30.0,4.847100117002812,3.0549111371117363,0.6711409395973034,mirror
1961-12-01,30.0,4.906379787335187,3.068084397185597,0.6711409395973034,mirror
1962-01-01,30.0,4.928566054062661,3.0730146786805914,0.6711409395973034,mirror
1962-02-01,30.1,4.935818223185709,3.0746262718190467,1.0067114093959662,mirror
1962-03-01,30.1,4.893868309443971,3.0653040687653275,1.0067114093959662,mirror
1962-04-01,30.2,5.023088839645579,3.094019742143462,1.342281879194629,mirror
1962-05-01,30.2,5.062700477575347,3.1028223283500775,1.342281879194629,mirror
1962-06-01,30.2,5.011432217409913,3.0914293816466474,1.342281879194629,mirror
1962-07-01,30.3,4.976348511179125,3.08363300248425,1.0000000000000009,mirror
1962-08-01,30.3,4.98026257736486,3.084502794969969,1.3377926421404673,mirror
1962-09-01,30.4,4.910299676425041,3.0689554836500093,1.3333333333333197,mirror
1962-10-01,30.4,4.917888044740514,3.0706417877201146,1.3333333333333197,mirror
1962-11-01,30.4,4.89722982473344,3.066051072162987,1.3333333333333197,mirror
1962-12-01,30.4,4.952412001747669,3.078313778166149,1.3333333333333197,mirror
1963-01-01,30.4,4.995708961610941,3.0879353248024315,1.3333333333333197,mirror
1963-02-01,30.4,4.873701116926376,3.060822470428084,0.9966777408637828,mirror
1963-03-01,30.5,4.875577733297605,3.061239496288357,1.3289036544850363,mirror
1963-04-01,30.5,4.802791695819039,3.04506482129312,0.9933774834437026,mirror
1963-05-01,30.5,4.852725405785222,3.0561612012856054,0.9933774834437026,mirror
1963-06-01,30.6,4.860290169895975,3.0578422599768835,1.324503311258285,mirror
1963-07-01,30.7,4.884968415244389,3.0633263144987533,1.320132013201314,mirror
1963-08-01,30.7,4.837037802448241,3.0526750672107203,1.320132013201314,mirror
1963-09-01,30.7,4.919317163158039,3.0709593695906756,0.9868421052631637,mirror
1963-10-01,30.8,5.010220464679808,3.09116010326218,1.3157894736842257,mirror
1963-11-01,30.8,4.962305767761629,3.0805123928359177,1.3157894736842257,mirror
1963-12-01,30.9,4.979082448245613,3.084240544054581,1.6447368421052655,mirror
1964-01-01,30.9,4.948783838968055,3.077507519770679,1.6447368421052655,mirror
1964-02-01,30.9,4.947723191809322,3.0772718204020717,1.6447368421052655,mirror
1964-03-01,30.9,4.890769527744216,3.064615450609826,1.3114754098360715,mirror
1964-04-01,30.9,4.974791075900344,3.0832869057556325,1.3114754098360715,mirror
1964-05-01,30.9,4.931177997901624,3.073595110644806,1.3114754098360715,mirror
1964-06-01,31.0,4.917854226226737,3.070634272494831,1.3071895424836555,mirror
1964-07-01,31.1,4.94042095812671,3.075649101805936,1.3029315960912058,mirror
1964-08-01,31.0,4.911280727597984,3.069173495021775,0.9771986970684043,mirror
1964-09-01,31.1,4.900511668260031,3.0667803707244516,1.3029315960912058,mirror
1964-10-01,31.1,4.875147875170818,3.061143972260182,0.9740259740259827,mirror
1964-11-01,31.2,4.869142141203184,3.059809364711819,1.298701298701288,mirror
1964-12-01,31.2,4.8164677226236705,3.048103938360816,0.9708737864077666,mirror
1965-01-01,31.2,4.796758259221567,3.043724057604793,0.9708737864077666,mirror
1965-02-01,31.2,4.7874480776095165,3.0416551283576707,0.9708737864077666,mirror
1965-03-01,31.3,4.77243040743833,3.0383178683196292,1.2944983818770295,mirror
1965-04-01,31.4,4.77498145540855,3.0388847678685673,1.6181229773462702,mirror
1965-05-01,31.4,4.761791855537498,3.035953745675,1.6181229773462702,mirror
1965-06-01,31.6,4.79568636891727,3.043485859759394,1.9354838709677358,mirror
1965-07-01,31.6,4.781142552256908,3.0402539005015354,1.6077170418006492,mirror
1965-08-01,31.6,4.774993320423594,3.0388874045385768,1.9354838709677358,mirror
1965-09-01,31.6,4.74507816030378,3.032239591178618,1.6077170418006492,mirror
1965-10-01,31.7,4.721384992498594,3.026974442777466,1.9292604501607746,mirror
1965-11-01,31.7,4.664482816911708,3.0143295148692686,1.6025641025640969,mirror
1965-12-01,31.8,4.6878281383512155,3.019517364078048,1.9230769230769384,mirror
1966-01-01,31.8,4.6364148275568535,3.0080921839015233,1.9230769230769384,mirror
1966-02-01,32.0,4.602851289638379,3.00063361991964,2.564102564102577,mirror
1966-03-01,32.1,4.619017298978883,3.004226066439752,2.5559105431310014,mirror
1966-04-01,32.3,4.637133100446387,3.0082518000991976,2.8662420382165488,mirror
1966-05-01,32.3,4.619127936651159,3.0042506525891466,2.8662420382165488,mirror
1966-06-01,32.4,4.528260975179163,2.9840579944842585,2.5316455696202445,mirror
1966-07-01,32.5,4.547184073107464,2.9882631273572144,2.848101265822778,mirror
1966-08-01,32.7,4.558864428757606,2.990858761946135,3.4810126582278444,mirror
1966-09-01,32.7,4.495307274061377,2.9767349497914175,3.4810126582278444,mirror
1966-10-01,32.9,4.529971767787129,2.984438170619362,3.785488958990535,mirror
1966-11-01,32.9,4.4984222767676245,2.977427172615028,3.785488958990535,mirror
1966-12-01,32.9,4.447743811540726,2.966165291453495,3.459119496855334,mirror
1967-01-01,32.9,4.452051693534118,2.9671225985631375,3.459119496855334,mirror
1967-02-01,32.9,4.444020524121153,2.9653378942491453,2.8124999999999956,mirror
1967-03-01,33.0,4.453138604165755,2.967364134259057,2.8037383177569986,mirror
1967-04-01,33.1,4.380879941541155,2.9513066536758124,2.4767801857585203,mirror
1967-05-01,33.2,4.4624302967734115,2.9694289548385364,2.786377708978338,mirror
1967-06-01,33.3,4.435310659118944,2.963402368693099,2.777777777777768,mirror
1967-07-01,33.4,4.366025990236606,2.948005775608135,2.7692307692307683,mirror
1967-08-01,33.5,4.393873888722127,2.9541941974938064,2.4464831804281273,mirror
1967-09-01,33.6,4.377907702867574,2.9506461561927946,2.752293577981657,mirror
1967-10-01,33.7,4.392526334727355,2.9538947410505236,2.4316109422492627,mirror
1967-11-01,33.8,4.377243955349228,2.9504986567442733,2.7355623100303816,mirror
1967-12-01,33.9,4.374555639127632,2.949901253139474,3.039513677811545,mirror
1968-01-01,34.1,4.38561541709587,2.9523589815768605,3.647416413373872,mirror
1968-02-01,34.2,4.352016037316639,2.9448924527370313,3.951367781155035,mirror
1968-03-01,34.3,4.38255931913032,2.951679848695627,3.9393939393939315,mirror
1968-04-01,34.4,4.3614138146717405,2.9469808477048316,3.92749244712991,mirror
1968-05-01,34.5,4.3222778931840695,2.938283976263127,3.9156626506023917,mirror
1968-06-01,34.7,4.325744352166081,2.939054300481352,4.2042042042042205,mirror
1968-07-01,34.9,4.345771209698179,2.9435047132662624,4.491017964071853,mirror
1968-08-01,35.0,4.33546263932534,2.941213919850076,4.477611940298498,mirror
1968-09-01,35.1,4.29664924890676,2.9325887219792803,4.464285714285721,mirror
1968-10-01,35.3,4.324539599390649,2.9387865776423667,4.7477744807121525,mirror
1968-11-01,35.4,4.245324803745123,2.9211832897211387,4.7337278106508895,mirror
1968-12-01,35.5,4.198935917623524,2.9108746483607835,4.71976401179941,mirror
1969-01-01,35.6,4.200714447697527,2.9112698772661174,4.398826979472137,mirror
1969-02-01,35.8,4.1394667747737985,2.8976592832830668,4.678362573099393,mirror
1969-03-01,36.1,4.140726516665011,2.8979392259255583,5.247813411078739,mirror
1969-04-01,36.3,4.13825767635418,2.8973905947453735,5.523255813953476,mirror
1969-05-01,36.4,4.178700966852798,2.9063779926339555,5.507246376811592,mirror
1969-06-01,36.6,4.1375354010212,2.8972300891158222,5.475504322766556,mirror
1969-07-01,36.8,4.109369607457326,2.890971023879406,5.4441260744985565,mirror
1969-08-01,37.0,4.124362783268871,2.894302840726416,5.714285714285716,mirror
1969-09-01,37.1,4.01377242170961,2.869727204824358,5.698005698005693,mirror
1969-10-01,37.3,4.1532743251607664,2.9007276278135037,5.665722379603411,mirror
1969-11-01,37.5,4.1218350422899865,2.893741120508886,5.932203389830515,mirror
1969-12-01,37.7,4.088992464917336,2.8864427699816306,6.197183098591563,mirror
1970-01-01,37.8,4.127743202908004,2.8950540450906677,6.179775280898858,mirror
1970-02-01,38.0,4.1259507700433975,2.894655726676311,6.145251396648055,mirror
1970-03-01,38.2,4.045876482201736,2.8768614404892747,5.817174515235468,mirror
1970-04-01,38.5,4.074088214305903,2.8831307142902007,6.060606060606077,mirror
1970-05-01,38.6,4.112580216835868,2.8916844926301932,6.043956043956045,mirror
1970-06-01,38.8,4.09233263452945,2.887185029895434,6.010928961748618,mirror
1970-07-01,39.0,4.07966061840631,2.8843690263125135,5.978260869565233,mirror
1970-08-01,39.0,4.101529925282982,2.8892288722851074,5.405405405405395,mirror
1970-09-01,39.2,4.060634814036832,2.880141069785963,5.660377358490565,mirror
1970-10-01,39.4,4.080362299426143,2.8845249554280317,5.630026809651478,mirror
1970-11-01,39.6,4.089330732396145,2.886517940532477,5.600000000000005,mirror
1970-12-01,39.8,4.058958764686229,2.8797686143747177,5.570291777188308,mirror
1971-01-01,39.8,3.9963141803646955,2.865847595636599,5.291005291005302,mirror
1971-02-01,39.9,3.9861619179804473,2.8635915373289884,5.000000000000004,mirror
1971-03-01,40.0,3.9467679163587395,2.8548373147463866,4.712041884816753,mirror
1971-04-01,40.1,3.991831376514347,2.8648514170031882,4.155844155844157,mirror
1971-05-01,40.3,3.9983152180968435,2.8662922706881875,4.404145077720201,mirror
1971-06-01,40.6,4.033509021612039,2.8741131159137865,4.6391752577319645,mirror
1971-07-01,40.7,4.039567008702539,2.875459335267231,4.358974358974366,mirror
1971-08-01,40.8,4.051397558971366,2.8780883464380813,4.615384615384599,mirror
1971-09-01,40.8,4.016162607695999,2.8702583572657776,4.081632653061207,mirror
1971-10-01,40.9,4.046224741891745,2.876938831531499,3.8071065989847774,mirror
1971-11-01,40.9,4.126536164235562,2.8947858142745693,3.282828282828265,mirror
1971-12-01,41.1,4.112600224237272,2.891688938719394,3.266331658291466,mirror
1972-01-01,41.1,4.085925370490136,2.8857611934422525,3.266331658291466,mirror
1972-02-01,41.3,4.078822718891569,2.884182826420349,3.50877192982455,mirror
1972-03-01,41.4,4.057165106129519,2.879370023584338,3.499999999999992,mirror
1972-04-01,41.5,4.02559853769011,2.8723552305978024,3.4912718204488824,mirror
1972-05-01,41.6,4.031817251668677,2.873737167037484,3.2258064516129226,mirror
1972-06-01,41.7,4.0187259626814225,2.870827991706983,2.7093596059113434,mirror
1972-07-01,41.9,4.083475274404343,2.8852167276454095,2.9484029484029284,mirror
1972-08-01,42.0,4.083484348337323,2.885218744074961,2.941176470588247,mirror
1972-09-01,42.1,4.098060387330737,2.8884578638512752,3.1862745098039325,mirror
1972-10-01,42.3,4.140901371390728,2.897978082531273,3.4229828850855792,mirror
1972-11-01,42.4,4.127367358028024,2.8949705240062276,3.667481662591676,mirror
1972-12-01,42.5,4.192020502332026,2.909337889407117,3.406326034063256,mirror
1973-01-01,42.6,4.163549262768621,2.903010947281916,3.649635036496357,mirror
1973-02-01,42.9,4.127174516183746,2.894927670263055,3.874092009685226,mirror
1973-03-01,43.3,4.1106925003354835,2.891265000074552,4.589371980676327,mirror
1973-04-01,43.6,4.105530217696963,2.890117826154881,5.060240963855422,mirror
1973-05-01,43.9,4.042470898692505,2.8761046441538904,5.528846153846145,mirror
1973-06-01,44.2,4.040891633406707,2.875753696312602,5.995203836930463,mirror
1973-07-01,44.3,3.9658547368369335,2.8590788304082078,5.727923627684972,mirror
1973-08-01,45.1,4.028500964861481,2.8730002144136626,7.380952380952377,mirror
1973-09-01,45.2,4.024856102048135,2.8721902448995857,7.3634204275534465,mirror
1973-10-01,45.6,3.9959680044368158,2.865770667652626,7.801418439716312,mirror
1973-11-01,45.9,3.9550927891140546,2.85668728646979,8.25471698113207,mirror
1973-12-01,46.2,3.937793417774686,2.8528429817277083,8.705882352941185,mirror
1974-01-01,46.6,3.927754841695317,2.850612187043404,9.38967136150235,mirror
1974-02-01,47.2,3.880751848242806,2.8401670773872905,10.023310023310028,mirror
1974-03-01,47.8,3.839361069020778,2.830969126449062,10.39260969976905,mirror
1974-04-01,48.0,3.830938193793009,2.8290973763984466,10.091743119266061,mirror
1974-05-01,48.6,3.807502925142205,2.8238895389204903,10.70615034168565,mirror
1974-06-01,49.0,3.8497675148077293,2.8332816699572736,10.859728506787313,mirror
1974-07-01,49.4,3.9009716816487776,2.8446603736997287,11.512415349887139,mirror
1974-08-01,50.0,3.9016926358107726,2.844820585735728,10.864745011086473,mirror
1974-09-01,50.6,3.923004616553227,2.849556581456273,11.946902654867241,mirror
1974-10-01,51.1,3.862921139740096,2.8362046977200217,12.061403508771939,mirror
1974-11-01,51.5,3.8916049366645638,2.8425788748143477,12.200435729847502,mirror
1974-12-01,51.9,3.8902286805364668,2.842273040119215,12.337662337662337,mirror
1975-01-01,52.1,3.9120387547542546,2.8471197232787238,11.802575107296143,mirror
1975-02-01,52.5,3.984054780675969,2.86312328459466,11.228813559322038,mirror
1975-03-01,52.7,3.881416181640473,2.8403147070312165,10.251046025104603,mirror
1975-04-01,52.9,3.893158849697877,2.842924188821751,10.20833333333333,mirror
1975-05-01,53.2,3.8436984918553234,2.831932998190072,9.4650205761317,mirror
1975-06-01,53.6,3.8703473429685253,2.837854965104117,9.387755102040817,mirror
1975-07-01,54.2,3.8112482382842447,2.8247218307298327,9.716599190283404,mirror
1975-08-01,54.3,3.7889552577690644,2.8197678350597926,8.599999999999985,mirror
1975-09-01,54.6,3.7980782767782815,2.821795172617396,7.905138339920947,mirror
1975-10-01,54.9,3.8256861991678734,2.82793026648175,7.4363992172211235,mirror
1975-11-01,55.3,3.829051933188019,2.8286782073751158,7.37864077669903,mirror
1975-12-01,55.5,3.7933745409335673,2.8207498979852375,6.936416184971095,mirror
1976-01-01,55.6,3.7684655911363745,2.8152145758080835,6.717850287907878,mirror
1976-02-01,55.8,3.8082682212425962,2.8240596047205773,6.285714285714272,mirror
1976-03-01,55.9,3.808020738536702,2.824004608563712,6.072106261859567,mirror
1976-04-01,56.1,3.732249090678854,2.8071664645953014,6.0491493383743045,mirror
1976-05-01,56.5,3.7702139125509904,2.8156030916779984,6.203007518796988,mirror
1976-06-01,56.8,3.788945094138097,2.819765576475133,5.970149253731338,mirror
1976-07-01,57.1,3.8282487936744345,2.8284997319276526,5.350553505535061,mirror
1976-08-01,57.4,3.813100557687484,2.8251334572638855,5.7090239410681365,mirror
1976-09-01,57.6,3.850367601016681,2.833415022448152,5.494505494505497,mirror
1976-10-01,57.9,3.802619679616606,2.822804373248135,5.464480874316946,mirror
1976-11-01,58.0,3.8282696711055517,2.8285043713567894,4.88245931283906,mirror
1976-12-01,58.2,3.8062025571722895,2.823600568260509,4.86486486486486,mirror
1977-01-01,58.5,3.836548383893696,2.8303440853097106,5.215827338129486,mirror
1977-02-01,59.1,3.8818023691324335,2.8404005264738745,5.913978494623673,mirror
1977-03-01,59.5,3.84868281229205,2.833040624953789,6.440071556350624,mirror
1977-04-01,60.0,3.846377485714606,2.8325283301588016,6.951871657754016,mirror
1977-05-01,60.3,3.8481304439051263,2.8329178764233616,6.725663716814156,mirror
1977-06-01,60.7,3.901665360707954,2.8448145246017678,6.866197183098599,mirror
1977-07-01,61.0,3.933640474819594,2.851920105515466,6.8301225919439545,mirror
1977-08-01,61.2,3.8787729853391237,2.839727330075361,6.620209059233462,mirror
1977-09-01,61.4,3.8993653570710087,2.844303412682447,6.59722222222221,mirror
1977-10-01,61.6,3.9328943714930698,2.851754304776238,6.390328151986191,mirror
1977-11-01,61.9,4.028465636809818,2.8729923637355155,6.7241379310344795,mirror
1977-12-01,62.1,3.9529039274558793,2.8562008727679737,6.70103092783505,mirror
1978-01-01,62.5,3.92876807395885,2.850837349768634,6.8376068376068355,mirror
1978-02-01,62.9,3.98876977742278,2.864171061649507,6.429780033840937,mirror
1978-03-01,63.4,3.9277916139854785,2.8506203586634404,6.554621848739495,mirror
1978-04-01,63.9,3.873815887708866,2.8386257528241927,6.499999999999995,mirror
1978-05-01,64.5,3.8970845865009798,2.843796574777996,6.9651741293532465,mirror
1978-06-01,65.2,3.942912976240525,2.8539806613867835,7.413509060955525,mirror
1978-07-01,65.7,3.9128223543086253,2.847293856513028,7.7049180327869005,mirror
1978-08-01,66.0,3.937128077061768,2.8526951282359487,7.843137254901955,mirror
1978-09-01,66.5,3.9423910641861157,2.8538646809302484,8.306188925081436,mirror
1978-10-01,67.1,4.010734770716958,2.8690521712704355,8.92857142857142,mirror
1978-11-01,67.4,4.010666440930065,2.8690369868733483,8.8852988691438,mirror
1978-12-01,67.7,4.055227569968628,2.878939459993029,9.017713365539448,mirror
1979-01-01,68.3,4.014587266299486,2.869908281399886,9.28,mirror
1979-02-01,69.1,4.006267718073696,2.868059492905266,9.856915739268679,mirror
1979-03-01,69.8,4.0019160176544135,2.867092448367648,10.094637223974768,mirror
1979-04-01,70.6,4.053175875291249,2.8784835278425,10.485133020344284,mirror
1979-05-01,71.5,4.079258462069669,2.8842796582377046,10.852713178294572,mirror
1979-06-01,72.3,4.045429571161459,2.8767621269247687,10.889570552147232,mirror
1979-07-01,73.1,4.076118120527056,2.8835818045615684,11.263318112633169,mirror
1979-08-01,73.8,4.110796527966299,2.8912881173258445,11.818181818181817,mirror
1979-09-01,74.6,4.105772470461924,2.89017166010265,12.180451127819536,mirror
1979-10-01,75.2,4.094177666285493,2.887595036952332,12.071535022354718,mirror
1979-11-01,75.9,4.085456520241477,2.8856570044981065,12.611275964391687,mirror
1979-12-01,76.7,4.009181861971978,2.8687070804382175,13.293943870014768,mirror
1980-01-01,77.8,4.017675297337585,2.8705945105194637,13.90922401171304,mirror
1980-02-01,78.9,4.028231304152813,2.872940289811736,14.1823444283647,mirror
1980-03-01,80.1,3.989282520583659,2.8642850045741466,14.756446991404015,mirror
1980-04-01,81.0,4.0226926018280365,2.8717094670728973,14.730878186968855,mirror
1980-05-01,81.8,3.9609090897159738,2.857979797714661,14.40559440559439,mirror
1980-06-01,82.7,3.9360775127532905,2.852461669500731,14.384508990318135,mirror
1980-07-01,82.7,3.914692654648671,2.847709478810816,13.132694938440515,mirror
1980-08-01,83.3,4.004130597088173,2.867584577130705,12.872628726287271,mirror
1980-09-01,84.0,3.9321673142415676,2.851592736498126,12.600536193029498,mirror
1980-10-01,84.8,3.9574856757258496,2.857219039050189,12.765957446808507,mirror
1980-11-01,85.5,3.999881223217353,2.8666402718260784,12.648221343873512,mirror
1980-12-01,86.3,4.016878873599147,2.8704175274664774,12.516297262059961,mirror
1981-01-01,87.0,4.0700602310950496,2.8822356069100112,11.825192802056561,mirror
1981-02-01,87.9,4.024937035174361,2.872208230038747,11.406844106463886,mirror
1981-03-01,88.5,3.9223253980703117,2.849405644015625,10.486891385767795,mirror
1981-04-01,89.1,3.956832203073974,2.8570738229053276,9.999999999999986,mirror
1981-05-01,89.8,3.9030199356637745,2.845115541258617,9.7799511002445,mirror
1981-06-01,90.6,3.8883319412192074,2.8418515424931576,9.552599758162028,mirror
1981-07-01,91.6,3.8352838713350925,2.83006308251891,10.761789600967342,mirror
1981-08-01,92.3,3.8826392548978212,2.840586501088405,10.80432172869148,mirror
1981-09-01,93.2,3.9215710154668555,2.8492380034370792,10.952380952380958,mirror
1981-10-01,93.4,3.8891681506810407,2.8420373668180092,10.14150943396228,mirror
1981-11-01,93.7,3.9298252836884755,2.851072285264106,9.590643274853793,mirror
1981-12-01,94.0,3.935282760357863,2.852285057857303,8.92236384704519,mirror
1982-01-01,94.3,3.929010262982674,2.8508911695517054,8.390804597701141,mirror
1982-02-01,94.6,3.931594012774581,2.8514653361721294,7.622298065984068,mirror
1982-03-01,94.5,3.922470291581333,2.8494378425736295,6.779661016949157,mirror
1982-04-01,94.9,3.9501455284528264,2.8555878952117393,6.509539842873191,mirror
1982-05-01,95.8,3.9641111691227646,2.85869137091617,6.681514476614692,mirror
1982-06-01,97.0,3.9483851475332425,2.855196699451832,7.064017660044164,mirror
1982-07-01,97.5,3.993666656094943,2.8652592569099875,6.4410480349345045,mirror
1982-08-01,97.7,3.9661502534305706,2.8591445007623495,5.850487540628402,mirror
1982-09-01,97.9,3.9790622673686062,2.862013837193024,5.04291845493563,mirror
1982-10-01,98.2,3.99805925907496,2.8662353909055467,5.139186295503206,mirror
1982-11-01,98.0,4.064605576767605,2.8810234615039123,4.589114194236932,mirror
1982-12-01,97.6,4.041860715416901,2.8759690478704227,3.8297872340425476,mirror
1983-01-01,97.8,4.120299425500869,2.893399872333527,3.711558854718988,mirror
1983-02-01,97.9,4.128226848323878,2.895161521849751,3.488372093023262,mirror
1983-03-01,97.9,4.1194978873445125,2.893221752743225,3.5978835978836,mirror
1983-04-01,98.6,4.089236613552274,2.8864970252338393,3.898840885142252,mirror
1983-05-01,99.2,4.115619817409728,2.8923599594243843,3.549060542797511,mirror
1983-06-01,99.5,4.117821903409636,2.892849311868808,2.577319587628857,mirror
1983-07-01,99.9,4.068159486442886,2.8818132192095303,2.4615384615384706,mirror
1983-08-01,100.2,4.0174045635112465,2.8705343474469442,2.5588536335721557,mirror
1983-09-01,100.7,3.992406199160223,2.8649791553689385,2.860061287027582,mirror
1983-10-01,101.0,3.9619859289860204,2.858219095330227,2.851323828920571,mirror
1983-11-01,101.2,4.011049536613744,2.869122119247499,3.2653061224489743,mirror
1983-12-01,101.3,4.072948760022403,2.882877502227201,3.7909836065573854,mirror
1984-01-01,101.9,4.11203394309644,2.891563098465876,4.192229038854811,mirror
1984-02-01,102.4,4.128138043147839,2.8951417873661867,4.596527068437184,mirror
1984-03-01,102.6,4.108867323794831,2.8908594052877405,4.80081716036771,mirror
1984-04-01,103.1,4.111319068286242,2.891404237396943,4.563894523326573,mirror
1984-05-01,103.4,4.151130883557527,2.9002513074572285,4.233870967741948,mirror
1984-06-01,103.7,4.247024634075076,2.9215610297944616,4.2211055276381915,mirror
1984-07-01,104.1,4.288105098313657,2.9306900218474796,4.204204204204198,mirror
1984-08-01,104.5,4.275486551820394,2.927885900404532,4.291417165668654,mirror
1984-09-01,105.0,4.277197680230084,2.928266151162241,4.270109235352537,mirror
1984-10-01,105.3,4.255483159678251,2.9234407021507227,4.257425742574261,mirror
1984-11-01,105.3,4.220275223760527,2.9156167163912285,4.051383399209474,mirror
1984-12-01,105.3,4.211984333660719,2.913774296369049,3.948667324777877,mirror
1985-01-01,105.5,4.2207869948099495,2.9157304432911,3.5328753680078373,mirror
1985-02-01,106.0,4.30340256621044,2.934089459157876,3.515625,mirror
1985-03-01,106.4,4.305744027358342,2.9346097838574097,3.70370370370372,mirror
1985-04-01,106.9,4.366825140731697,2.948183364607044,3.6857419980601547,mirror
1985-05-01,107.3,4.44636214938231,2.9658582554182913,3.771760154738879,mirror
1985-06-01,107.6,4.4499085035439965,2.9666463341208886,3.760848601735778,mirror
1985-07-01,107.8,4.522259453486727,2.982724322997051,3.5542747358309423,mirror
1985-08-01,108.0,4.554431546692327,2.98987367704274,3.349282296650724,mirror
1985-09-01,108.3,4.535642458419145,2.9856983240931436,3.142857142857136,mirror
1985-10-01,108.7,4.547575559537345,2.988350124341632,3.228869895536568,mirror
1985-11-01,109.0,4.548605061349366,2.9885789025220815,3.5137701804368593,mirror
1985-12-01,109.3,4.538149805001844,2.986255512222632,3.7986704653371284,mirror
1986-01-01,109.6,4.529204649517071,2.984267699892683,3.8862559241706007,mirror
1986-02-01,109.3,4.535694068173355,2.9857097929274126,3.113207547169816,mirror
1986-03-01,108.8,4.555232219495055,2.9900516043322347,2.2556390977443552,mirror
1986-04-01,108.6,4.515412535112913,2.9812027855806473,1.5902712815715425,mirror
1986-05-01,108.9,4.514990090323084,2.9811089089606857,1.491146318732528,mirror
1986-06-01,109.5,4.446484114335559,2.9658853587412355,1.7657992565055736,mirror
1986-07-01,109.5,4.458219911803168,2.9684933137340375,1.5769944341373021,mirror
1986-08-01,109.7,4.48628188821333,2.9747293084918516,1.5740740740740833,mirror
