cycle,race_id,source,rating,dem_won,tier_code,provenance
2018,S-RI,fivethirtyeight_category,Safe D,1.0,3,mirror
2018,S-TN,fivethirtyeight_category,Likely R,0.0,-2,mirror
2018,S-TX,fivethirtyeight_category,Likely R,0.0,-2,mirror
2018,S-UT,fivethirtyeight_category,Safe R,0.0,-3,mirror
2018,S-VA,fivethirtyeight_category,Safe D,1.0,3,mirror
2018,S-VT,fivethirtyeight_category,Safe D,1.0,3,mirror
2018,S-WA,fivethirtyeight_category,Safe D,1.0,3,mirror
2018,S-WI,fivethirtyeight_category,Safe D,1.0,3,mirror
2018,S-WV,fivethirtyeight_category,Likely D,1.0,2,mirror
2018,S-WY,fivethirtyeight_category,Safe R,0.0,-3,mirror
