race_id,office,state,margin,winner_party,new_map,fund_margin,fund_sd_idio,fund_nat_loading,fund_sd_total,nat_fund_mean,nat_fund_sd,poll_margin,poll_sd,n_polls,fund_sd,state_offset,state_offset_sd,hier_margin,hier_sd,hier_sd_idio,poll_weight_in_hier,rating_margin,rating_sd,rating_pwin,dem_won,cycle,horizon_days,w_hier,w_fund,w_rating,blend_margin,blend_sd_idio,p_blend,p_fund,p_polls,p_hier,p_rating,rating
G-IA,Governor,IA,-9.598462762909158,R,False,0.2991556469081669,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-10.153878345071453,3.7258328683388857,2.0,14.172052721708157,-0.16615777626712072,1.7933806053500503,-9.59154948042063,3.62256603050104,3.62256603050104,0.9453353133780394,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-9.471529041020684,4.0710731237164755,0.09198135971474791,0.507840381521863,0.06752292977723445,0.07340647260693997,,
G-ID,Governor,ID,-26.25277602837349,R,False,-22.446644516494835,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-21.70111941837531,5.192566484268417,1.0,14.172052721708157,1.2008692960575185,1.8365620743460336,-21.65516836560108,4.923596401324795,4.923596401324795,0.8990850152866535,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-21.664772667233972,5.137349272752015,0.002463867384715207,0.07014403536215624,0.0024051235710163313,0.0015365966677091095,,
G-IL,Governor,IL,0.8534614195706212,D,False,0.8151190878023984,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-5.1575477724297665,1.6761661815694375,10.0,14.172052721708157,-5.533634340027281,1.602332848657114,-5.1524554778342,1.66641698660075,1.66641698660075,0.9884010993235997,,,,1.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-5.08004093182366,2.3679857558564317,0.21415642630156007,0.521354109794264,0.19196345767786172,0.19081209101350582,,
G-KS,Governor,KS,-31.067847733044026,R,False,4.8396268658843375,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-26.054148100636734,5.467544673149042,1.0,14.172052721708157,-0.07762464344024422,1.8395947965708765,-22.643806276381063,5.156137111483069,5.156137111483069,0.8893326457555155,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-22.31030389414549,6.144503247052948,0.003936053865235933,0.6247416041155504,0.00047611870407070146,0.0011949527134263542,,
G-MA,Governor,MA,6.41769686975276,D,False,6.485944492006452,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,2.3283027817887074,2.0379926972811266,8.0,14.172052721708157,-1.47577692121317,1.834715688268458,2.3738854923752313,2.0205989498952257,2.0205989498952257,0.9830033524533343,,,,1.0,2010,1,0.987865330342493,0.012134669657506984,0.0,2.4237839699479347,2.583250862006353,0.6457421934870634,0.6649895083504109,0.6501555614300776,0.6541912012353013,,
G-MD,Governor,MD,14.45959911296746,D,False,-1.5088009891002612,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,9.848860964426652,2.4851521135946824,4.0,14.172052721708157,0.48900749714528174,1.7774792385823601,9.576198992311825,2.453781606052408,2.453781606052408,0.9749129965250914,,,,1.0,2010,1,0.987865330342493,0.012134669657506984,0.0,9.441686179383918,3.1397730121110667,0.9204223633761309,0.46051890924554056,0.9438812032540119,0.9410652779412023,,
G-ME,Governor,ME,-26.671601872194096,R,False,-0.7162922682571722,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,,,,14.172052721708157,-0.4438626591541491,1.871249901574284,-1.1601549274113212,15.503182077916048,15.503182077916048,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-0.7162922682571722,14.172052721708157,0.4812328666613874,0.4812328666613874,,0.47170822758176756,,
G-MI,Governor,MI,-18.21134451385084,R,False,2.8616584301900625,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-17.827135881329383,2.9571870706277936,4.0,14.172052721708157,-1.0703889763435293,1.6824359049890392,-17.136530186340206,2.904671423770833,2.904671423770833,0.9647980718518994,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-16.893858773730095,3.945382957041129,0.008651974620216581,0.5745646998417621,0.0026903153401230885,0.0032341324336591657,,
G-MN,Governor,MN,0.4162274604762004,D,False,-18.032696320790173,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,4.471084668526881,1.7444828646089663,9.0,14.172052721708157,0.06811797658401948,1.7915695463356955,4.190226325719121,1.733529419783756,1.733529419783756,0.9874816116355303,,,,1.0,2010,1,0.987865330342493,0.012134669657506984,0.0,3.9205585005794,3.365405991710794,0.7166602691522219,0.11806255714352626,0.7740633981189231,0.7609886199002451,,
G-NE,Governor,NE,-47.80896251547168,R,False,-45.89268626366747,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,,,,14.172052721708157,0.630469954635035,1.9483023133756827,-45.26221630903244,15.512670958000127,15.512670958000127,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-45.89268626366747,14.172052721708157,0.001284483179358027,0.001284483179358027,,0.0028239748683227595,,
G-NH,Governor,NH,7.606419792022557,D,False,22.6779213482991,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,6.6246086969796,2.4620122882767626,4.0,14.172052721708157,-0.847613893521097,1.7215788658205258,6.9994755194536085,2.4314748498799688,2.4314748498799688,0.9753469519260497,,,,1.0,2010,1,0.987865330342493,0.012134669657506984,0.0,7.189728280329766,3.3502557170156133,0.854525528895868,0.931876542977893,0.8576611198718741,0.8737837781766379,,
G-NM,Governor,NM,-6.73576332845078,R,False,16.55029415304714,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-8.688930601010867,2.3701936050173145,5.0,14.172052721708157,-3.0513687973307992,1.7826240326973732,-8.181497004837471,2.342933825314375,2.342933825314375,0.9771301203161298,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-7.881384889098088,3.897715155230328,0.13340068948673012,0.8615557367569358,0.0790563634075962,0.08941917708689467,,
G-NV,Governor,NV,-11.748163717030295,R,False,-19.80213045475145,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-17.205634330972373,1.64702686209255,10.0,14.172052721708157,-2.5351821754895973,1.756987002975087,-17.263004516810607,1.637794422980329,1.637794422980329,0.9888203853607873,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-17.293815971286328,2.27251373067111,0.003357402164173756,0.09663306954382833,0.0018151031249046027,0.0016690061273347623,,
G-NY,Governor,NY,28.576373434113087,D,False,17.09837899286687,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,25.154180022228907,1.6467335027758254,13.0,14.172052721708157,0.04999802825660622,1.5923308582665048,25.064505942421825,1.6374848890036915,1.6374848890036915,0.9887988650489276,,,,1.0,2010,1,0.987865330342493,0.012134669657506984,0.0,24.96783962343921,2.418004160899826,0.9999480160010288,0.869354318143988,0.9999894250813088,0.9999898310431474,,
G-OH,Governor,OH,-2.002014811799903,R,False,8.571096429608748,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-3.1297813525784997,1.1775097038932303,20.0,14.172052721708157,-2.733083102657766,1.6565601974842195,-3.078182788913006,1.174117261244789,1.174117261244789,0.9942462371731954,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-2.936822633848183,2.3293340783787007,0.3235082595643304,0.7133204619370734,0.29480113399750274,0.2973428960012746,,
G-OK,Governor,OK,-20.897941275668813,R,False,13.86397740490675,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-19.889684456336816,5.059964740006888,1.0,14.172052721708157,-2.0580483665247082,1.9380685278304817,-16.841258855687183,4.810485474637329,4.810485474637329,0.9038218458476104,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-16.46866095690917,6.049715295901053,0.024270529547357433,0.8188121657632323,0.004470553698263246,0.010077573162301127,,
G-OR,Governor,OR,1.5299116369050125,D,False,-0.6699765109807139,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,0.14797379765963847,1.680201792415897,10.0,14.172052721708157,-1.4024392644356711,1.7571854939029345,0.12215245796714747,1.670403526862216,1.670403526862216,0.9883708066342974,,,,1.0,2010,1,0.987865330342493,0.012134669657506984,0.0,0.11254023460282357,2.280597263584242,0.5070349094455204,0.4824455467589421,0.5099628376206025,0.5082727875553016,,
G-PA,Governor,PA,-8.977314647511719,R,False,6.734561477542882,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-8.212478048061621,1.2865199735492536,20.0,14.172052721708157,0.27527444472844914,1.5336604726098797,-8.107871399140022,1.282091916657771,1.282091916657771,0.9931280717816314,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-7.927763379267754,2.5887889921952785,0.11163798153821558,0.6709193062854677,0.07930030682957767,0.08125841662390004,,
G-RI,Governor,RI,-10.521779777381752,O,False,-18.647641172948994,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,,,,14.172052721708157,-1.8667766671652448,1.89618292733785,-20.514417840114238,15.50621127293199,15.50621127293199,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-18.647641172948994,14.172052721708157,0.11026332670045424,0.11026332670045424,,0.10477202804117997,,
G-SC,Governor,SC,-4.46295858199462,R,False,-23.47388397734229,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-9.163989211142189,2.82037406442134,4.0,14.172052721708157,-1.2976752585985998,1.8175122129913315,-9.664384609464324,2.7747936435119125,2.7747936435119125,0.9679389297932309,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-9.831958322429076,3.511308901535162,0.07627527572826827,0.06151157694189641,0.07426514915416094,0.060776995965782184,,
G-SD,Governor,SD,-23.025201603365673,R,False,-32.31866575937003,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-14.08761882118679,3.147182744942146,3.0,14.172052721708157,-0.6647929205891844,1.839692759028463,-14.835845843793972,3.0842431889580872,3.0842431889580872,0.9604025527206288,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-15.047994088151173,3.9367854837061054,0.01682295006021609,0.016864370876336264,0.015040360827705618,0.009904730102068826,,
G-TN,Governor,TN,-31.949943460986837,R,False,17.260134215414297,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-27.863570318986625,5.168586730824806,1.0,14.172052721708157,-3.1009220339101513,1.89951995997638,-23.661711326673963,4.903379083942592,4.903379083942592,0.9000099769151748,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-23.1651382492452,6.801667879648303,0.004634967657376139,0.8715967014545429,0.00014296043192268203,0.0005979005741792317,,
G-TX,Governor,TX,-12.672740453064023,R,False,-22.84184763265113,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-10.306615582539488,2.2326809486122223,5.0,14.172052721708157,-1.302222049327379,1.7263155292001722,-10.588373827310635,2.209833118472647,2.209833118472647,0.9796379996821404,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-10.737065684095358,3.010182697634286,0.05338882002900495,0.0667187177981712,0.04566852718309271,0.039857396084919255,,
G-VT,Governor,VT,1.7925953519173845,D,False,-26.30642863392589,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,2.342350498971264,3.8231790402393666,2.0,14.172052721708157,1.3348718262249546,1.8732074968597154,0.776539097375494,3.711977029258949,3.711977029258949,0.9426734745777924,,,,1.0,2010,1,0.987865330342493,0.012134669657506984,0.0,0.44789623061123035,4.984115124141125,0.523247674197212,0.04196699567800575,0.6338420585239603,0.546449654388778,,
G-WI,Governor,WI,-5.768056008056156,R,False,-1.0123471932710224,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,-8.42570866052715,1.9677843411207205,8.0,14.172052721708157,-3.320847787291242,1.7222288013856728,-8.360678359700556,1.9520876272559442,1.9520876272559442,0.9841099368476266,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-8.27150878846197,2.617043073248066,0.10157145362011316,0.47348587260951985,0.08055551485346774,0.08050799544408371,,
G-WY,Governor,WY,-42.7351787884094,R,False,17.914536793792365,14.172052721708157,0.6893530576161704,14.549147676552678,-4.811990095453317,4.774027852009325,,,,14.172052721708157,0.0,2.0,17.914536793792365,15.519248639894768,15.519248639894768,0.0,,,,0.0,2010,1,0.0,1.0,0.0,17.914536793792365,14.172052721708157,0.880395218805976,0.880395218805976,,0.8632336014166566,,
H-AK-01,House,AK,-38.44457113649321,R,False,-21.463282800842652,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,0.5500659618901146,1.910617603176861,-20.913216838952533,9.07749362473633,9.07749362473633,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-21.463282800842652,6.538381365564373,0.007169653329966406,0.007169653329966406,,0.024311922005776875,,
H-AL-02,House,AL,-2.1823693774312076,R,False,-9.09024279141126,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,0.9118208896796578,1.9371342809475305,-8.178421901731602,9.08311180730379,9.08311180730379,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-9.09024279141126,6.538381365564373,0.14985283166724517,0.14985283166724517,,0.2204182511769588,,
H-AL-03,House,AL,-18.942257707972686,R,False,-24.305256723769205,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,0.9118208896796578,1.9371342809475305,-23.393435834089548,9.08311180730379,9.08311180730379,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-24.305256723769205,6.538381365564373,0.0027781551472784867,0.0027781551472784867,,0.013736465127361135,,
H-AL-05,House,AL,-15.858095280144823,R,False,-6.305905556264407,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,0.9118208896796578,1.9371342809475305,-5.3940846665847495,9.08311180730379,9.08311180730379,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-6.305905556264407,6.538381365564373,0.23594345530809557,0.23594345530809557,,0.30559711982714477,,
H-AZ-01,House,AZ,-5.9858627345561,R,False,5.798899869523821,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,1.853469644351009,5.980802367920192,1.0,6.538381365564373,1.4949738488220476,1.7293879662122196,3.509509406381505,4.988159618173171,4.988159618173171,0.6956035361515943,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,3.5372904033687838,5.016113719521369,0.6845138307771584,0.7458766844160836,0.5888879120727373,0.6900548173929764,,
H-AZ-02,House,AZ,-33.82691255704512,R,False,-37.557077928517735,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,1.4949738488220476,1.7293879662122196,-36.062104079695686,9.041084758989879,9.041084758989879,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-37.557077928517735,6.538381365564373,9.148573200392017e-06,9.148573200392017e-06,,0.00032451013891563477,,
H-AZ-03,House,AZ,-11.091886903989504,R,False,-27.89755242612267,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,0.9803859331531766,5.442285988068617,1.0,6.538381365564373,1.4949738488220476,1.7293879662122196,-6.3026955439136385,4.6627045041188815,4.6627045041188815,0.7340287435172913,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-6.564741998480386,5.252232420629317,0.19271678100465894,0.0007295286777069049,0.5495847018131809,0.18024971616461039,,
H-AZ-04,House,AZ,39.41375520907004,D,False,38.16437594911113,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,1.4949738488220476,1.7293879662122196,39.65934979793318,9.041084758989879,9.041084758989879,0.0,,,,1.0,2010,1,0.0,1.0,0.0,38.16437594911113,6.538381365564373,0.9999933162596826,0.9999933162596826,,0.9999117354002455,,
H-AZ-05,House,AZ,-8.775029446407537,R,False,-0.6621579023127717,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,-4.688834045946185,6.492832383494038,1.0,6.538381365564373,1.4949738488220476,1.7293879662122196,-2.810068186818328,5.273785156232905,5.273785156232905,0.6597455721215725,,,,0.0,2010,1,0.987865330342493,0.012134669657506984,0.0,-2.7840040050618913,5.2961662693856475,0.35575978693230104,0.46989149913335904,0.29340397436752347,0.3491115201884497,,
H-AZ-06,House,AZ,-37.305670394533706,R,False,-42.814598814458385,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,1.4949738488220476,1.7293879662122196,-41.319624965636336,9.041084758989879,9.041084758989879,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-42.814598814458385,6.538381365564373,5.183939609893662e-07,5.183939609893662e-07,,4.663973796319528e-05,,
H-AZ-07,House,AZ,6.000854571959984,D,False,18.988038083073466,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,1.4949738488220476,1.7293879662122196,20.48301193189551,9.041084758989879,9.041084758989879,0.0,,,,1.0,2010,1,0.0,1.0,0.0,18.988038083073466,6.538381365564373,0.9848543225135146,0.9848543225135146,,0.9736273455910472,,
H-AZ-08,House,AZ,1.4655579769939848,D,False,1.5205277454810093,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,1.4949738488220476,1.7293879662122196,3.015501594303057,9.041084758989879,9.041084758989879,0.0,,,,1.0,2010,1,0.0,1.0,0.0,1.5205277454810093,6.538381365564373,0.5688590557570083,0.5688590557570083,,0.6122409339524917,,
H-CA-01,House,CA,31.758968762788157,D,False,32.40669577809319,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,-2.381042652101927,1.6531986772985676,30.025653125991262,9.026820965776443,9.026820965776443,0.0,,,,1.0,2010,1,0.0,1.0,0.0,32.40669577809319,6.538381365564373,0.9998909762497563,0.9998909762497563,,0.9977632658595991,,
H-CA-02,House,CA,-14.30287411548877,R,False,-31.45498942622971,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,-2.381042652101927,1.6531986772985676,-33.836032078331634,9.026820965776443,9.026820965776443,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-31.45498942622971,6.538381365564373,0.00016625611754193516,0.00016625611754193516,,0.000678986238757466,,
H-CA-03,House,CA,-6.887507730837065,R,False,-21.83033137163692,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,-2.381042652101927,1.6531986772985676,-24.211374023738852,9.026820965776443,9.026820965776443,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-21.83033137163692,6.538381365564373,0.006377743686039814,0.006377743686039814,,0.010946469245320571,,
H-CA-04,House,CA,-29.827531234694916,R,False,-17.060869537096366,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,-2.381042652101927,1.6531986772985676,-19.44191218919829,9.026820965776443,9.026820965776443,0.0,,,,0.0,2010,1,0.0,1.0,0.0,-17.060869537096366,6.538381365564373,0.025803496682409943,0.025803496682409943,,0.032834983070477275,,
H-CA-05,House,CA,46.773969027318614,D,False,40.61256711743586,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,-2.381042652101927,1.6531986772985676,38.23152446533393,9.026820965776443,9.026820965776443,0.0,,,,1.0,2010,1,0.0,1.0,0.0,40.61256711743586,6.538381365564373,0.9999982006275049,0.9999982006275049,,0.999852460823406,,
H-CA-06,House,CA,36.32175897561573,D,False,35.1275275226544,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,-2.381042652101927,1.6531986772985676,32.74648487055247,9.026820965776443,9.026820965776443,0.0,,,,1.0,2010,1,0.0,1.0,0.0,35.1275275226544,6.538381365564373,0.9999693229114347,0.9999693229114347,,0.9990333267693852,,
H-CA-07,House,CA,36.6469678960262,D,False,38.318971390104906,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,-2.381042652101927,1.6531986772985676,35.93792873800298,9.026820965776443,9.026820965776443,0.0,,,,1.0,2010,1,0.0,1.0,0.0,38.318971390104906,6.538381365564373,0.9999938341227779,0.9999938341227779,,0.9996660598435748,,
H-CA-08,House,CA,64.97310392186785,D,False,48.81515033734383,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,-2.381042652101927,1.6531986772985676,46.4341076852419,9.026820965776443,9.026820965776443,0.0,,,,1.0,2010,1,0.0,1.0,0.0,48.81515033734383,6.538381365564373,0.9999999871970949,0.9999999871970949,,0.9999944909962775,,
H-CA-09,House,CA,73.49697550038536,D,False,62.15536419945733,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,-2.381042652101927,1.6531986772985676,59.774321547355406,9.026820965776443,9.026820965776443,0.0,,,,1.0,2010,1,0.0,1.0,0.0,62.15536419945733,6.538381365564373,0.9999999999993344,0.9999999999993344,,0.9999999923939764,,
H-CA-10,House,CA,20.98577453102144,D,False,22.301859732370275,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,-2.381042652101927,1.6531986772985676,19.92081708026835,9.026820965776443,9.026820965776443,0.0,,,,1.0,2010,1,0.0,1.0,0.0,22.301859732370275,6.538381365564373,0.9945254411206109,0.9945254411206109,,0.9703532139046248,,
H-CA-11,House,CA,1.105183719121996,D,False,0.24640169449766258,6.538381365564373,0.7860180617456404,7.538665524156255,-4.811990095453317,4.774027852009325,,,,6.538381365564373,-2.381042652101927,1.6531986772985676,-2.1346409576042644,9.026820965776443,9.026820965776443,0.0,,,,1.0,2010,1,0.0,1.0,0.0,0.24640169449766258,6.538381365564373,0.5112131328443982,0.5112131328443982,,0.41992010561830856,,
